AnnoScolastico,AreaGeografica,Regione,Provincia,CodiceIstitutoRiferimento,DenominazioneIstitutoRiferimento,CodiceScuola,DenominazioneScuola,IndirizzoScuola,CAPScuola,CodiceComuneScuola,DescrizioneComune,DescrizioneCaratteristicaScuola,DescrizioneTipologiaGradoIstruzioneScuola,IndicazioneSedeDirettivo,IndicazioneSedeOmnicomprensivo,IndirizzoEmailScuola,IndirizzoPecScuola,SitoWebScuola,SedeScolastica
202526,ISOLE,SICILIA,CATANIA,CTIS05600D,ISTITUTO SUPERIORE VIZZINI,CTTD05602R,"I.T.C. ""G. ARCOLEO"" SEZ. DI GRAMMICHELE",VIA L. EINAUDI N.5,95042,E133,GRAMMICHELE,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTIS05600D@istruzione.it,Non Disponibile,www.icvizzini.edu.it,SI
202526,ISOLE,SICILIA,PALERMO,PAIS01400X,DON CALOGERO DI VINCENTI,PATD014016,DON CALOGERO DI VINCENTI,VIA SALERNO,90032,A882,BISACQUINO,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,PAIS01400X@istruzione.it,Non Disponibile,istitutosuperiorebisacquino.gov.it,NO
202526,ISOLE,SICILIA,TRAPANI,TPTD02000X,"I.T.E.T. ""G. CARUSO"" ALCAMO",TPTD020509,"I.T.E.T. ""G. CARUSO"" SERALE ALCAMO",VIA J.F. KENNEDY N. 2,91011,A176,ALCAMO,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TPTD02000X@istruzione.it,Non Disponibile,www.gcaruso.edu.it,NO
202526,ISOLE,SICILIA,CATANIA,CTIS05400T,I.S. CARRERA MILITELLO,CTTD054014,I.S. CARRERA AFM TECN. BIOTEC SANITARIE,VIA GRENCHEN SN,95043,F209,MILITELLO IN VAL DI CATANIA,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,CTIS05400T@istruzione.it,Non Disponibile,https//www.istitutocarreramilitello.edu.it/,SI
202526,ISOLE,SICILIA,PALERMO,PAIS01100C,I.I.S.S. LERCARA FRIDDI,PATD01101P,I.T.C. DI ALIA,C.DA CHIANCHITELLO,90021,A195,ALIA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,PAIS01100C@istruzione.it,Non Disponibile,www.iislercarafriddi.it,NO
202526,ISOLE,SICILIA,MESSINA,MEIS00900P,I.S.MINUTOLI MESSINA,METD009011,"ITC ""QUASIMODO"" MESSINA",FONDO FUCILE,98147,F158,MESSINA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,MEIS00900P@istruzione.it,Non Disponibile,www.istitutosuperioreminutoli.gov.it,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS016007,"""MATTEO RAELI""",SRTE016022,P.SSA G. DI SAVOIA NOTO,VIA PITAGORA,96017,F943,NOTO,NORMALE,ISTITUTO TECNICO PER ATTIVITA' SOCIALI (GIA' ITF),NO,Non Disponibile,SRIS016007@istruzione.it,Non Disponibile,https//www.istitutoraelinoto.edu.it/,NO
202526,ISOLE,SICILIA,SIRACUSA,SRIS029009,L. EINAUDI,SRTL029012,"IIS ""LUIGI EINAUDI"" - IST.TECN.GEOM.CAT",VIALE SANTA PANAGIA 131,96100,I754,SIRACUSA,NORMALE,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,SRIS029009@istruzione.it,Non Disponibile,http//www.istitutoraelinoto.gov.it/,SI
202526,ISOLE,SICILIA,CATANIA,CTIS00400R,IIS CUCUZZA - EUCLIDE,CTTL00401D,CUCUZZA-EUCLIDE CALTAGIRONE -SEZ. ITG,VIA MARIO SCELBA 5,95041,B428,CALTAGIRONE,NORMALE,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,CTIS00400R@istruzione.it,Non Disponibile,www.iiscucuzzaeuclide.edu.it,NO
202526,ISOLE,SICILIA,TRAPANI,TPIS00400R,"I. S. ""V. ALMANZA - A. D'AJETTI""",TPTD004013,ISTITUTO TECNICO ECONOMICO PANTELLERIA,VIA NAPOLI N.32,91017,G315,PANTELLERIA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TPIS00400R@istruzione.it,Non Disponibile,www.omnicomprensivopantelleria.edu.it,SI
202526,ISOLE,SICILIA,CALTANISSETTA,CLIS022009,"I.I.S. ""E. MORSELLI - L. STURZO""",CLTD02201G,L. STURZO,VIA ETTORE ROMAGNOLI 78,93012,D960,GELA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CLIS022009@istruzione.it,Non Disponibile,www.morsellisturzo.edu.it,SI
202526,ISOLE,SICILIA,PALERMO,PAIS04300X,I.S. DON LUIGI STURZO,PATD043016,IS. TEC. EC. E PER IL TUR. DON L. STURZO,Non Disponibile,90011,A546,BAGHERIA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,PAIS04300X@istruzione.it,Non Disponibile,www.donluigisturzobagheria.edu.it,SI
202526,ISOLE,SICILIA,TRAPANI,TPIS028009,"I.I.S. ""S.CALVINO - G. B. AMICO""",TPTD028511,"I.T.C. I.T.E. ""S.CALVINO"" CORSO SERALE",VIA S. MICHELE N.2,91100,L331,TRAPANI,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TPIS028009@istruzione.it,Non Disponibile,www.iscalvinoamico.gov.it,NO
202526,ISOLE,SICILIA,RAGUSA,RGIS02100T,ARCHIMEDE,RGTD021014,ARCHIMEDE,VIA FABRIZIO 10,97015,F258,MODICA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,RGIS02100T@istruzione.it,Non Disponibile,www.archimedemodica.edu.it,SI
202526,ISOLE,SICILIA,CATANIA,CTIS00400R,IIS CUCUZZA - EUCLIDE,CTTF004019,CUCUZZA-EUCLIDE - SEZ. ITI,VIA MARIO SCELBA N.1,95041,B428,CALTAGIRONE,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CTIS00400R@istruzione.it,Non Disponibile,www.iiscucuzzaeuclide.edu.it,SI
202526,ISOLE,SICILIA,MESSINA,MEIS00900P,I.S.MINUTOLI MESSINA,META00901E,PIETRO CUPPARI,SAN PLACIDO CALONERO',98139,F158,MESSINA,CONVITTO ANNESSO,ISTITUTO TECNICO AGRARIO,NO,Non Disponibile,MEIS00900P@istruzione.it,Non Disponibile,www.istitutosuperioreminutoli.gov.it,SI
202526,ISOLE,SICILIA,PALERMO,PAIS03600R,"I.I.S.S. "" GIOENI - TRABIA """,PATH036505,GIOENI TRABIA,VIA VITTORIO EMANUELE 27,90133,G273,PALERMO,PERCORSO II LIVELLO,ISTITUTO TECNICO NAUTICO,NO,Non Disponibile,PAIS03600R@istruzione.it,Non Disponibile,www.nauticopa.edu.it,NO
202526,ISOLE,SICILIA,MESSINA,MEIS00900P,I.S.MINUTOLI MESSINA,METL00902C,SEDE CARCERARIA GAZZI,FONDO FUCILE GAZZI,Non Disponibile,F158,MESSINA,SPEC. PER CARCERARI,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,MEIS00900P@istruzione.it,Non Disponibile,www.istitutosuperioreminutoli.gov.it,SI
202526,ISOLE,SICILIA,CATANIA,CTIS023006,IS CARLO GEMMELLARO,CTTD02301C,GEMMELLARO - AMMINISTFIN. E MKT,CORSO INDIPENDENZA229,95122,C351,CATANIA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTIS023006@istruzione.it,Non Disponibile,www.iis-gemmellaro.edu.it,SI
202526,ISOLE,SICILIA,TRAPANI,TPIS002005,"I.I.S.S. ""F. D'AGUIRRE - D. ALIGHIERI""",TPTD00251R,IST.TEC. ECON. -PERC. II LIVELLO -SALEMI,VIA SAN LEONARDO S.N.C.,91018,H700,SALEMI,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TPIS002005@istruzione.it,Non Disponibile,www.istitutodaguirre.edu.it,NO
202526,ISOLE,SICILIA,PALERMO,PAIS01400X,DON CALOGERO DI VINCENTI,PATA01401Q,IST.TEC.AGRARIO DON CALOGERO DI VINCENTI,PIAZZA SANTA MARIA,90034,D009,CORLEONE,NORMALE,ISTITUTO TECNICO AGRARIO,NO,Non Disponibile,PAIS01400X@istruzione.it,Non Disponibile,iisemanuelebasile.it,NO
202526,ISOLE,SICILIA,SIRACUSA,SRIS009004,"IS ""RUIZ"" DI AUGUSTA",SRTF00901L,IST.TEC. SETT.TECNOLOGICO-LIC.SC.,VIA CATANIA 83,96011,A494,AUGUSTA,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,SRIS009004@istruzione.it,Non Disponibile,www.2superioreaugusta.edu.it,SI
202526,ISOLE,SICILIA,MESSINA,METD05000E,I.T. L.DA VINCI ECONOMICO TECNOLOGICO,METD05000E,I.T. L.DA VINCI ECONOMICO TECNOLOGICO,VIA COLONNELLO MAGISTRI,98057,F206,MILAZZO,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,SI,Non Disponibile,METD05000E@istruzione.it,metd05000e@pec.istruzione.it,www.davincimilazzo.edu.it,SI
202526,ISOLE,SICILIA,AGRIGENTO,AGIS02300R,IIS - N. GALLO - L. SCIASCIA,AGTF023019,N. GALLO,VIA G. LA PIRA,92014,F299,PORTO EMPEDOCLE,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,AGIS02300R@istruzione.it,Non Disponibile,www.isgallosciascia.edu.it,SI
202526,ISOLE,SICILIA,PALERMO,PAIS033009,V.RAGUSA E OTAMA KIYOHARA - F.PARLATORE,PATL033012,FILIPPO - PARLATORE,PIAZZA MONTEVERGINI8,90134,G273,PALERMO,NORMALE,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,PAIS033009@istruzione.it,Non Disponibile,www.iisragusakiyoharaparlatore.edu.it,SI
202526,ISOLE,SICILIA,CATANIA,CTIS00600C,IS ENRICO MEDI,CTTD00601P,ENRICO MEDI,VIA PAPA GIOVANNI PAOLO II,95036,H175,RANDAZZO,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTIS00600C@istruzione.it,Non Disponibile,www.iissmedirandazzo.edu.it,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS02200E,"I.I.S.S. LICEO ARTISTICO ""A GAGINI""",SRTE022018,P.SSA GIOVANNA DI SAVOIA SIRACUSA,VIA PIAZZA ARMERINA 1,96100,I754,SIRACUSA,NORMALE,ISTITUTO TECNICO PER ATTIVITA' SOCIALI (GIA' ITF),NO,Non Disponibile,SRIS02200E@istruzione.it,Non Disponibile,www.iissgagini.edu.it,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS01400G,MICHELANGELO BARTOLO,SRTF014014,MICHELANGELO BARTOLO,VIA FIUME,96018,G211,PACHINO,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,SRIS01400G@istruzione.it,Non Disponibile,www.istitutobartolo.edu.it,SI
202526,ISOLE,SICILIA,PALERMO,PAIS04300X,I.S. DON LUIGI STURZO,PATD04351G,IST.T.COM. DON LUIGI STURZO SERALE,VIA S. IGNAZIO DI LOYOLA 7,90011,A546,BAGHERIA,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,PAIS04300X@istruzione.it,Non Disponibile,www.iisdalessandro.com,NO
202526,ISOLE,SICILIA,MESSINA,METD08000A,"ITET ""E. FERMI"" ECONOMICO E TECNOLOGICO",METD08001B,SEDE CARCERARIA,Non Disponibile,Non Disponibile,A638,BARCELLONA POZZO DI GOTTO,SPEC. PER CARCERARI,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,METD08000A@istruzione.it,Non Disponibile,www.itcgtfermi.edu.it,SI
202526,ISOLE,SICILIA,CALTANISSETTA,CLIS023005,"I.I.S. ""G.GALILEI - A. DI ROCCO""",CLTA023011,AGRARIA - AGROALIMENTARE - AGROINDUSTRIA,VIA LEONE XIII 64,93100,B429,CALTANISSETTA,CONVITTO ANNESSO,ISTITUTO TECNICO AGRARIO,NO,Non Disponibile,CLIS023005@istruzione.it,Non Disponibile,WWW.IISGALILEIDIROCCO.EDU.IT,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS02300A,"I.I.S.S ""MAJORANA""",SRTD02301L,MAJORANA AFM -TURISTICO,VIA LABRIOLA1,96012,A522,AVOLA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,SRIS02300A@istruzione.it,Non Disponibile,https//www.istitutomajoranaavola.edu.it,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS009004,"IS ""RUIZ"" DI AUGUSTA",SRTD00903C,I.T.C. RUIZ CARCERE AUGUSTA,CONTRADA PIANO IPPOLITO 1,96011,A494,AUGUSTA,SPEC. PER CARCERARI,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,SRIS009004@istruzione.it,Non Disponibile,www.itisaugusta.it,NO
202526,ISOLE,SICILIA,AGRIGENTO,AGIS02300R,IIS - N. GALLO - L. SCIASCIA,AGTL02351V,BRUNELLESCHI,Non Disponibile,Non Disponibile,A089,AGRIGENTO,PERCORSO II LIVELLO,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,AGIS02300R@istruzione.it,Non Disponibile,www.isgallosciascia.edu.it,NO
202526,ISOLE,SICILIA,MESSINA,MEIS03700V,"I.I.S. ""A.M.JACI - CAIO DUILIO""",METD03751E,"IST. TEC. ECONOMICO "" A.M. JACI""",VIA CESARE BATTISTI 88,98122,F158,MESSINA,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,MEIS03700V@istruzione.it,Non Disponibile,JACI.EDU.IT,NO
202526,ISOLE,SICILIA,PALERMO,PAIS01100C,I.I.S.S. LERCARA FRIDDI,PATD01102Q,I.T.C.G. PRIZZI,C.DA CATUSIS.N.,90038,H070,PRIZZI,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,PAIS01100C@istruzione.it,Non Disponibile,https//www.iislercarafriddi.edu.it/,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS009004,"IS ""RUIZ"" DI AUGUSTA",SRTD00901A,"IST.TEC. SETT. ECONOMICO ""A. RUIZ""",VIA CATANIA 83 E VIA PIRANDELLO 21,96011,A494,AUGUSTA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,SRIS009004@istruzione.it,Non Disponibile,www.2superioreaugusta.edu.it,SI
202526,ISOLE,SICILIA,MESSINA,METF040006,I.T.I.TORRICELLI - G.TOMASI DI LAMPEDUSA,METF040017,I.T.I. TORRICELLI-G. TOMASI DI LAMPEDUSA,VIA MISERICORDIA,98078,L308,TORTORICI,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,METF040006@istruzione.it,Non Disponibile,www.itisetorricelli.edu.it,SI
202526,ISOLE,SICILIA,MESSINA,MEIS023001,IIS BORGHESE - FARANDA - PATTI,METD023017,ITCG PATTI BORGHESE,VIA MONSIGNORE A.FICARRA,98066,G377,PATTI,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,MEIS023001@istruzione.it,Non Disponibile,https//www.iisborghesefaranda.edu.it/,SI
202526,ISOLE,SICILIA,PALERMO,PAIS01600G,IS MAJORANA,PATA01601B,I.T.A. AGRARIO MAJORANA,VIA G. ASTORINO 56,90146,G273,PALERMO,NORMALE,ISTITUTO TECNICO AGRARIO,NO,Non Disponibile,PAIS01600G@istruzione.it,Non Disponibile,www.majoranapa.edu.it,SI
202526,ISOLE,SICILIA,ENNA,ENIS00700G,"I.I.S. ""E. MAJORANA-GEN. A. CASCINO""",ENTF007014,ETTORE MAJORANA,PIAZZA SENATORE MARESCALCHI 2,94015,G580,PIAZZA ARMERINA,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,ENIS00700G@istruzione.it,Non Disponibile,https//www.majoranacascino.edu.it/,SI
202526,ISOLE,SICILIA,TRAPANI,TPIS01800P,"IST. ISTRUZ. SUP. ""L.DA VINCI"" TRAPANI",TPTF018017,"I.T.I. ""L.DA VINCI"" TRAPANI",PIAZZA XXI APRILE S.N.C.,91100,L331,TRAPANI,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,TPIS01800P@istruzione.it,Non Disponibile,www.isdavincitorre.eu,SI
202526,ISOLE,SICILIA,TRAPANI,TPIS02200A,"I.I.S.S. ""SCIASCIA E BUFALINO"" ERICE",TPTD02201L,"I.I.S.S. ""SCIASCIA E BUFALINO"" - CARCERE",VIA SAN CUSUMANO - CASA CIRCONDARIALE,91016,D423,ERICE,SPEC. PER CARCERARI,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TPIS02200A@istruzione.it,Non Disponibile,www.gbferrigno.gov.it,NO
202526,ISOLE,SICILIA,PALERMO,PATN01000Q,MARCO POLO,PATN010505,IST.T. TURISMO MARCO POLO SERALE,VIA UGO LA MALFA 113,90146,G273,PALERMO,PERCORSO II LIVELLO,ISTITUTO TECNICO PER IL TURISMO,NO,Non Disponibile,PATN01000Q@istruzione.it,Non Disponibile,www.ittmarcopolo.org,NO
202526,ISOLE,SICILIA,TRAPANI,TPTD03000E,"I.T.E.T. ""G. GARIBALDI"" MARSALA",TPTD03000E,"I.T.E.T. ""G. GARIBALDI"" MARSALA",VIA FICI 23,91025,E974,MARSALA,NORMALE,ISTITUTO TECNICO COMMERCIALE,SI,Non Disponibile,TPTD03000E@istruzione.it,tptd03000e@pec.istruzione.it,www.itetgaribaldi.edu.it,SI
202526,ISOLE,SICILIA,CATANIA,CTIS008004,IS FILIPPO BRUNELLESCHI,CTTN008018,I.I.S. F. BRUNELLESCHI - SEZ. TURISTICO,VIA GUICCIARDINI SN,95024,A028,ACIREALE,NORMALE,ISTITUTO TECNICO PER IL TURISMO,NO,Non Disponibile,CTIS008004@istruzione.it,Non Disponibile,https//www.iis-brunelleschi.edu.it/,SI
202526,ISOLE,SICILIA,CATANIA,CTIS04200G,I.S. RAMACCA - PALAGONIA,CTTD04201T,I.T.COMMERCIALE(SEZ.ASS.I.I.S.PALAGONIA),VIA C. BATTISTI S.N.,95046,G253,PALAGONIA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,CTIS04200G@istruzione.it,Non Disponibile,www.iisramacca-palagonia.gov.it,SI
202526,ISOLE,SICILIA,CATANIA,CTIS016003,FRANCESCO REDI,CTTF01601G,"""GALILEO FERRARIS""",VIA LEONARDO SCIASCIA 3,95032,A766,BELPASSO,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CTIS016003@istruzione.it,Non Disponibile,WWW.isfrancescoredi.gov.it,SI
202526,ISOLE,SICILIA,CALTANISSETTA,CLTD090005,"I.T.E.T. ""RAPISARDI-DA VINCI""",CLTD090005,"I.T.E.T. ""RAPISARDI-DA VINCI""",VIALE REGINA MARGHERITA 27,93100,B429,CALTANISSETTA,NORMALE,IST TEC COMMERCIALE E PER GEOMETRI,SI,Non Disponibile,CLTD090005@istruzione.it,cltd090005@pec.istruzione.it,www.rapisardidavinci.edu.it/,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS017003,"""ARCHIMEDE"" ROSOLINI",SRTF017533,IST.TEC.IND. ROSOLINI - CORSO SERALE,VIA SANTA ALESSANDRA KM1,96019,H574,ROSOLINI,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,SRIS017003@istruzione.it,Non Disponibile,www.istitutosuperiorearchimede.it,NO
202526,ISOLE,SICILIA,PALERMO,PAIS01700B,"""G. SALERNO""",PATD01701N,"""G. SALERNO""",VIA ROCCO CHINNICI S.N.C,90024,D907,GANGI,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,PAIS01700B@istruzione.it,Non Disponibile,www.isisgangi.edu.it,SI
202526,ISOLE,SICILIA,AGRIGENTO,AGIS02300R,IIS - N. GALLO - L. SCIASCIA,AGTD023013,I.T.E.T. LEONARDO SCIASCIA,VIA RICCARDO QUARTARARO S.N.C.,92100,A089,AGRIGENTO,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,AGIS02300R@istruzione.it,Non Disponibile,www.isgallosciascia.edu.it,SI
202526,ISOLE,SICILIA,ENNA,ENIS02100T,"I.I.S. ""A. LINCOLN""",ENTD02151D,CORSO SERALE DUCA D'AOSTA - ENNA,VIA SALVATORE MAZZA N. 3,94100,C342,ENNA,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,ENIS02100T@istruzione.it,Non Disponibile,http//www.iisabramolincolnenna.gov.it,NO
202526,ISOLE,SICILIA,CATANIA,CTIS02600N,"I.I.S.LICEO ""C. MARCHESI"" CL./SC.",CTTF026016,ITI - MASCALUCIA,VIA CASE NUOVE 37,95030,F005,MASCALUCIA,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CTIS02600N@istruzione.it,Non Disponibile,www.iismarchesimascalucia.edu.it,SI
202526,ISOLE,SICILIA,ENNA,ENIS00800B,"I.I.S. ""F. FEDELE""",ENTD00801N,SALVATORE CITELLI,VIA PALERMO 78,94017,H221,REGALBUTO,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,ENIS00800B@istruzione.it,Non Disponibile,https//www.fortunatofedele.edu.it/,SI
202526,ISOLE,SICILIA,TRAPANI,TPIS002005,"I.I.S.S. ""F. D'AGUIRRE - D. ALIGHIERI""",TPTD00202C,IST. TECN. ECONOMICO E AGRARIO PARTANNA,VIA A.GRAMSCI N.1,91028,G347,PARTANNA,NORMALE,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TPIS002005@istruzione.it,Non Disponibile,www.istitutodaguirre.gov.it,SI
202526,ISOLE,SICILIA,SIRACUSA,SRIS024006,"I.S. ""RIZZA-INSOLERA""",SRTD02451T,"IST.TEC.COMM.""RIZZA"" SERALE",VIALE DIAZ 12,96100,I754,SIRACUSA,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,SRIS024006@istruzione.it,Non Disponibile,www.istitutorizza.gov.it,NO
202526,ISOLE,SICILIA,CATANIA,CTIS001009,I.S. AMARI-RIZZO-PANTANO GIARRE-RIPOSTO,CTTL001012,ISTITUTO TECNICO L. RIZZO - N.COLAJANNI,Non Disponibile,95018,H325,RIPOSTO,NORMALE,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,CTIS001009@istruzione.it,Non Disponibile,www.politecnicodelmare.it,NO
202526,ISOLE,SICILIA,CATANIA,CTIS00400R,IIS CUCUZZA - EUCLIDE,CTTA004501,CAT- ITA- IPSSEOA SERALE,VIA MARIO SCELBA5,95041,B428,CALTAGIRONE,PERCORSO II LIVELLO,ISTITUTO TECNICO AGRARIO,NO,Non Disponibile,CTIS00400R@ISTRUZIONE.IT,Non Disponibile,www.isiscucuzza.it,NO
202526,ISOLE,SICILIA,CATANIA,CTIS04200G,I.S. RAMACCA - PALAGONIA,CTTF042014,ITI RAMACCA,VIA FASTUCHERIA 48,95040,H168,RAMACCA,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,CTIS04200G@istruzione.it,Non Disponibile,www.iisramacca-palagonia.gov.it,SI
202526,ISOLE,SICILIA,TRAPANI,TPIS01800P,"IST. ISTRUZ. SUP. ""L.DA VINCI"" TRAPANI",TPTF01850G,"I.T.I. ""L.DA VINCI"" SERALE -TRAPANI",PIAZZA XXI APRILE S.N.C.,91100,L331,TRAPANI,PERCORSO II LIVELLO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,TPIS01800P@istruzione.it,Non Disponibile,www.isdavincitorre.eu,NO
202526,ISOLE,SICILIA,CATANIA,CTIS023006,IS CARLO GEMMELLARO,CTTN02301A,GEMMELLARO - TURISMO,CORSO INDIPENDENZA N. 229,95122,C351,CATANIA,NORMALE,ISTITUTO TECNICO PER IL TURISMO,NO,Non Disponibile,CTIS023006@istruzione.it,Non Disponibile,www.iis-gemmellaro.edu.it,SI
